RowID,OrderDate,OrderID,OrderLineID,PaymentType,Brand,ProductCategoryID,Category,ProductType,ProductID,ProductName,ShippingType,Delivery,CustomerID,Customer,City,State,Country,CustomerAge,Gender,Sector,Units,Tax,ProductPrice,InventoryUnits,OrderShipTime,OrderTotalDeliveryTime,ReturnFlag,DiscountAmount,Sales,Discount,GrossMargin,Carrier,ShippingTime,OrderYearMonth
65913,2026-01-06,123924220,I2488,Amex,AquaView,9010,Photography,Underwater Camera,100803,AquaCapture 1000,Two Day Delivery,Ontime Delivery,D1.17,Karyn Herisson,Livonia,Michigan,USA,65 - 74,Female,Premium,1,0.07,705,4,10,41.37,No,0,754.35,0.0,13.6,UPS,12,2026-01
65914,2026-01-06,123924220,I26141,Amex,MegaByte,9012,Storage,External Hard Drive,100829,DataVault 8TB,Two Day Delivery,Order Delayed,D1.17,Karyn Herisson,Livonia,Michigan,USA,65 - 74,Female,Premium,1,0.07,614,48,12,56.01,No,31.314,626.28,0.05,-10.4,FasTrac,2.3,2026-01
65915,2026-01-06,123924220,I77785,Amex,BioGlow,9007,Home Automation,LED Lights,100787,GlowWave 1000,Two Day Delivery,Order Delayed,D1.17,Karyn Herisson,Livonia,Michigan,USA,65 - 74,Female,Premium,1,0.07,28,21,5,55.25,No,4.872,24.36,0.2,0.4,FasTrac,2.3,2026-01
65916,2026-01-06,123925606,I68062,Mastercard,SolarCity,9007,Home Automation,Solar Power System,100974,SolarHome Master,Standard Delivery,Ontime Delivery,D1.1087,Mark Harrington,Knoxville,Tennessee,USA,18 - 24,Male,Non-Premium,1,0.07,896,63,33,86.13,No,45.696,913.92,0.05,12.4,FedEx,3.6,2026-01
65917,2026-01-06,123925606,I31460,Mastercard,SpeedX,9008,Networking,Router,100993,SpeedLink 384000,Standard Delivery,Ontime Delivery,D1.1087,Mark Harrington,Knoxville,Tennessee,USA,18 - 24,Male,Non-Premium,1,0.07,108,0,24,76.15,No,22.14,88.56,0.25,-4.4,FedEx,3.2,2026-01
65918,2026-01-06,123926059,I28592,Apple Pay,BioGlow,9007,Home Automation,LED Lights,100873,GlowWave 4000,Standard Delivery,Ontime Delivery,D1.995,Nicholas Khan,Rowland Heights,California,USA,85 and more,Male,Non-Premium,1,0.07,24,89,13,133.7,No,0,25.68,0.0,-11.6,FedEx,5.6,2026-01
65919,2026-01-06,123926059,I66264,Apple Pay,WaveLink,9008,Networking,Bluetooth Adapter,100763,BluetoothLink Pro,Standard Delivery,Ontime Delivery,D1.995,Nicholas Khan,Rowland Heights,California,USA,85 and more,Male,Non-Premium,1,0.07,38,1,8,91.79,No,2.66,38.0,0.07,-2,FedEx,3.8,2026-01
65920,2026-01-06,123926210,I4685,Mastercard,SolarFlare,9001,Accessories,Solar Panel,100878,SolarPanel Ultimate,Standard Delivery,Ontime Delivery,D1.974,Hayley Fichtenmayer,Saint Paul,Minnesota,USA,75 - 84,Female,Premium,1,0.07,757,13,12,72.62,No,0,809.99,0.0,-15.2,UPS,3,2026-01
65921,2026-01-06,123926210,I59137,Mastercard,CosmoCell,9004,Computing,Tablet,100822,TabLink 12 Pro,Standard Delivery,Ontime Delivery,D1.974,Hayley Fichtenmayer,Saint Paul,Minnesota,USA,75 - 84,Female,Premium,1,0.07,760,37,45,112.48,No,0,813.2,0.0,-12.8,UPS,4.7,2026-01
65922,2026-01-06,123926210,I16400,Mastercard,Electra,9002,Audio,Bluetooth Speaker,100724,SoundWave 2000,Standard Delivery,Ontime Delivery,D1.974,Hayley Fichtenmayer,Saint Paul,Minnesota,USA,75 - 84,Female,Premium,1,0.07,825,14,22,95.47,No,80.025,800.25,0.1,-12.8,UPS,4,2026-01
65923,2026-01-06,123926210,I59133,Mastercard,EcoPower,9013,Wearable,Smart Watch,100856,LifeSync 5,Standard Delivery,Ontime Delivery,D1.974,Hayley Fichtenmayer,Saint Paul,Minnesota,USA,75 - 84,Female,Premium,1,0.07,151,22,3,72.75,No,30.955,123.82,0.25,-16.4,UPS,3,2026-01
65924,2026-01-06,123926210,I70479,Mastercard,CyberTech,9002,Audio,Wireless Headphones,100725,AuraBass 500,Standard Delivery,Ontime Delivery,D1.974,Hayley Fichtenmayer,Saint Paul,Minnesota,USA,75 - 84,Female,Premium,1,0.07,155,12,3,75.82,No,35.805,119.35,0.3,18.4,UPS,3.2,2026-01
65925,2026-01-06,123926210,I11613,Mastercard,Solaris,9011,Security,Security Camera,100729,SafeView 1080,Standard Delivery,Ontime Delivery,D1.974,Hayley Fichtenmayer,Saint Paul,Minnesota,USA,75 - 84,Female,Premium,2,0.07,61,6,18,104.61,No,32.391,107.97,0.3,-3.2,UPS,4.4,2026-01
65926,2026-01-06,123927292,I23311,Paypal,AstroWave,9006,Gaming,Gaming Console,100728,GameMaster X,Standard Delivery,Ontime Delivery,D1.1968,Jarrad Arulmurugan,Buffalo,New York,USA,65 - 74,Male,Non-Premium,1,0.07,409,3,13,91.87,No,0,437.63,0.0,-10.4,FedEx,3.8,2026-01
65927,2026-01-06,123927292,I27223,Paypal,SunCharge,9001,Accessories,Solar Charger,100911,SolarBoost 2000,Two Day Delivery,Order Delayed,D1.1968,Jarrad Arulmurugan,Buffalo,New York,USA,65 - 74,Male,Non-Premium,1,0.07,198,11,24,61.62,No,0,211.86,0.0,-5.6,FasTrac,2.6,2026-01
65928,2026-01-06,123927420,I63339,Mastercard,EcoHeat,9007,Home Automation,Smart Thermostat,100920,HeatWave Deluxe,Two Day Delivery,Ontime Delivery,D1.93,Darren Dutta,Shreveport,Louisiana,USA,45 - 54,Male,Non-Premium,1,0.07,215,30,25,47.76,No,20.855,208.55,0.1,-3.2,FasTrac,2,2026-01
65929,2026-01-06,123927420,I35826,Mastercard,UltraScan,9001,Accessories,Barcode Scanner,100788,ScanMaster Elite,Standard Delivery,Ontime Delivery,D1.93,Darren Dutta,Shreveport,Louisiana,USA,45 - 54,Male,Non-Premium,1,0.07,506,12,8,166.76,No,0,541.42,0.0,-16.4,FedEx,6.9,2026-01
65930,2026-01-06,123927420,I52355,Mastercard,BioGlow,9007,Home Automation,LED Lights,100744,GlowWave 500,Standard Delivery,Ontime Delivery,D1.93,Darren Dutta,Shreveport,Louisiana,USA,45 - 54,Male,Non-Premium,1,0.07,45,25,88,121.18,No,3.15,45.0,0.07,-5.6,FedEx,5,2026-01
65931,2026-01-06,123927420,I70433,Mastercard,RetroWave,9002,Audio,Record Player,100927,VinylMax 4000,Standard Delivery,Ontime Delivery,D1.93,Darren Dutta,Shreveport,Louisiana,USA,45 - 54,Male,Non-Premium,1,0.07,351,12,6,87.33,No,61.074,305.37,0.2,7.6,FedEx,3.6,2026-01
65932,2026-01-06,123927420,I64553,Mastercard,SolarCity,9007,Home Automation,Solar Power System,100845,SolarHome Ultimate,Standard Delivery,Ontime Delivery,D1.93,Darren Dutta,Shreveport,Louisiana,USA,45 - 54,Male,Non-Premium,1,0.07,602,79,1,83.47,No,123.41,493.64,0.25,-2,FedEx,3.5,2026-01
65933,2026-01-06,123927420,I65830,Mastercard,EcoHeat,9007,Home Automation,Smart Thermostat,100920,HeatWave Deluxe,Standard Delivery,Ontime Delivery,D1.93,Darren Dutta,Shreveport,Louisiana,USA,45 - 54,Male,Non-Premium,1,0.07,215,30,4,105.04,No,49.665,165.55,0.3,4,FedEx,4.4,2026-01
65934,2026-01-06,123927420,I64524,Mastercard,StarLink,9003,Communication,Satellite Phone,101000,SatCom X Pro Master Pro,Standard Delivery,Ontime Delivery,D1.93,Darren Dutta,Shreveport,Louisiana,USA,45 - 54,Male,Non-Premium,2,0.07,417,0,6,96.25,No,58.38,834.0,0.07,-15.2,FedEx,4,2026-01
65935,2026-01-06,123927420,I92964,Mastercard,Quantum,9004,Computing,Tablet,100941,TabLink 30,One Day Delivery,Order Delayed,D1.93,Darren Dutta,Shreveport,Louisiana,USA,45 - 54,Male,Non-Premium,1,0.07,1026,24,9,31.32,No,141.588,943.92,0.15,-4.4,FedEx,1.3,2026-01
65936,2026-01-06,123927420,I80949,Mastercard,RetroWave,9002,Audio,Record Player,100927,VinylMax 4000,One Day Delivery,Order Delayed,D1.93,Darren Dutta,Shreveport,Louisiana,USA,45 - 54,Male,Non-Premium,1,0.07,351,12,16,29.97,No,71.955,287.82,0.25,17.2,FedEx,1.2,2026-01
65937,2026-01-06,123929172,I87131,Mastercard,AstroWave,9006,Gaming,Gaming Console,100771,GameMaster X Pro,Standard Delivery,Ontime Delivery,D1.324,Lewis Le,Miami,Florida,USA,Less than 18,Male,Premium,1,0.07,539,5,26,89.98,No,0,576.73,0.0,16,UPS,3.7,2026-01
65938,2026-01-06,123929172,I63900,Mastercard,WaveLink,9008,Networking,Bluetooth Adapter,100763,BluetoothLink Pro,Standard Delivery,Ontime Delivery,D1.324,Lewis Le,Miami,Florida,USA,Less than 18,Male,Premium,1,0.07,38,1,3,73,No,0,40.66,0.0,6.4,UPS,3,2026-01
65939,2026-01-06,123929172,I54271,Mastercard,Electra,9002,Audio,Bluetooth Speaker,100896,SoundWave 6000,Standard Delivery,Ontime Delivery,D1.324,Lewis Le,Miami,Florida,USA,Less than 18,Male,Premium,2,0.07,923,5,19,99.47,No,181.831,1818.31,0.1,19.6,UPS,4.1,2026-01
65940,2026-01-06,123929827,I19783,Apple Pay,UltraScan,9001,Accessories,Barcode Scanner,100788,ScanMaster Elite,One Day Delivery,Order Delayed,D1.305,Jacob Kalavritinos,Pueblo,Colorado,USA,45 - 54,Male,Premium,1,0.07,506,12,6,32.91,No,49.082,490.82,0.1,2.8,FedEx,1.4,2026-01
65941,2026-01-07,1239761,I53106,Visa,PureSound,9002,Audio,Noise-Canceling Headphones,100953,SilenceMax Master,Standard Delivery,Ontime Delivery,D1.413,Ricky Fisher,Kenosha,Wisconsin,USA,65 - 74,Male,Premium,1,0.07,213,19,84,204.3,No,0,227.91,0.0,-2,UPS,8.5,2026-01
65942,2026-01-07,1239761,I26601,Visa,FireStorm,9011,Security,Fire Alarm,100848,FireGuard 4000,Standard Delivery,Ontime Delivery,D1.413,Ricky Fisher,Kenosha,Wisconsin,USA,65 - 74,Male,Premium,1,0.07,178,10,60,194.66,No,9.078,181.56,0.05,-3.2,UPS,8.1,2026-01
65943,2026-01-07,1239761,I90842,Visa,FusionTech,9009,Office,Multi-Function Printer,101009,OfficeMaster Master Pro,Standard Delivery,Ontime Delivery,D1.413,Ricky Fisher,Kenosha,Wisconsin,USA,65 - 74,Male,Premium,2,0.07,342,3,37,96.56,No,155.61,622.44,0.25,-11.6,UPS,4,2026-01
65944,2026-01-07,12392083,I66750,Mastercard,Futura,9005,Entertainment,Smart TV,100980,ViewMaster 90,One Day Delivery,Ontime Delivery,D1.1775,Joshua Weir,Muskegon,Michigan,USA,65 - 74,Male,Non-Premium,1,0.07,625,2,6,13.85,No,0,668.75,0.0,19.6,FedEx,0.6,2026-01
65945,2026-01-07,12392083,I16146,Mastercard,Zenith,9005,Entertainment,Projector,100847,ViewMaster 120,One Day Delivery,Ontime Delivery,D1.1775,Joshua Weir,Muskegon,Michigan,USA,65 - 74,Male,Non-Premium,1,0.07,363,3,8,19.63,No,63.162,315.81,0.2,2.8,FedEx,0.8,2026-01
65946,2026-01-07,12392083,I60420,Mastercard,VivoSync,9013,Wearable,Fitness Tracker,100912,FitSync 15,Standard Delivery,Ontime Delivery,D1.1775,Joshua Weir,Muskegon,Michigan,USA,65 - 74,Male,Non-Premium,1,0.07,413,29,6,92.67,No,0,441.91,0.0,8.8,FedEx,3.9,2026-01
65947,2026-01-07,12392083,I54836,Mastercard,FusionTech,9009,Office,Multi-Function Printer,100837,OfficeMaster Mega,One Day Delivery,Order Delayed,D1.1775,Joshua Weir,Muskegon,Michigan,USA,65 - 74,Male,Non-Premium,1,0.07,164,0,7,31.4,No,0,175.48,0.0,11.2,FedEx,1.3,2026-01
65948,2026-01-07,12393291,I38574,Visa,BioGlow,9007,Home Automation,LED Lights,100916,GlowWave 8000,Standard Delivery,Ontime Delivery,D1.993,Breanna Dole,Chapel Hill,North Carolina,USA,25 - 34,Female,Non-Premium,1,0.07,64,73,21,102.76,No,4.48,64.0,0.07,-14,FedEx,4.3,2026-01
65949,2026-01-07,12395627,I92742,Mastercard,CloudLink,9012,Storage,Cloud Storage,100971,CloudSync 64TB,One Day Delivery,Ontime Delivery,D1.1284,Jennifer Blundell,San Leandro,California,USA,25 - 34,Female,Premium,1,0.07,362,90,10,11.54,No,49.956,333.04,0.15,-9.2,UPS,0.5,2026-01
65950,2026-01-07,12395627,I60053,Mastercard,AeroTech,9010,Photography,Drone,101016,SkyCopter 8000,Standard Delivery,Ontime Delivery,D1.1284,Jennifer Blundell,San Leandro,California,USA,25 - 34,Female,Premium,1,0.07,2325,20,14,135.77,No,404.55,2022.75,0.2,-5.6,UPS,39.4,2026-01
65951,2026-01-07,12395627,I95843,Mastercard,MegaByte,9012,Storage,External Hard Drive,100786,DataVault 4TB,Two Day Delivery,Order Delayed,D1.1284,Jennifer Blundell,San Leandro,California,USA,25 - 34,Female,Premium,1,0.07,463,83,9,51.2,No,0,495.41,0.0,-6.8,FasTrac,2.1,2026-01
65952,2026-01-07,12395627,I18977,Mastercard,Electra,9002,Audio,Bluetooth Speaker,100853,SoundWave 5000,Two Day Delivery,Order Delayed,D1.1284,Jennifer Blundell,San Leandro,California,USA,25 - 34,Female,Premium,2,0.07,432,6,16,52.42,No,229.392,764.64,0.3,20.8,FasTrac,2.2,2026-01
65953,2026-01-07,12395627,I65291,Mastercard,BioGlow,9007,Home Automation,LED Lights,100830,GlowWave 2000,One Day Delivery,Order Delayed,D1.1284,Jennifer Blundell,San Leandro,California,USA,25 - 34,Female,Premium,1,0.07,85,88,14,34.98,No,0,90.95,0.0,11.2,FedEx,1.5,2026-01
65954,2026-01-07,12395627,I62108,Mastercard,MegaByte,9012,Storage,External Hard Drive,100872,DataVault 16TB,One Day Delivery,Order Delayed,D1.1284,Jennifer Blundell,San Leandro,California,USA,25 - 34,Female,Premium,1,0.07,613,85,25,34.32,Yes,141.603,472.01,0.3,-5.6,FedEx,1.4,2026-01
65955,2026-01-07,12396830,I33432,Google Pay,SolarCity,9007,Home Automation,Solar Power System,101017,SolarHome Master Pro,Standard Delivery,Ontime Delivery,D1.1102,Yohan Goodwin,Lombard,Illinois,USA,35 - 44,Male,Non-Premium,1,0.07,564,80,30,112.7,No,0,603.48,0.0,0.4,FedEx,4.7,2026-01
65956,2026-01-07,12396830,I24490,Google Pay,VitaLife,9013,Wearable,Health Monitor,100800,HealthTrack 5,Standard Delivery,Ontime Delivery,D1.1102,Yohan Goodwin,Lombard,Illinois,USA,35 - 44,Male,Non-Premium,1,0.07,203,55,11,140.79,No,0,217.21,0.0,-8,FedEx,5.9,2026-01
65957,2026-01-07,12396830,I75414,Google Pay,AeroTech,9010,Photography,Drone,100887,SkyCopter 1000,Standard Delivery,Ontime Delivery,D1.1102,Yohan Goodwin,Lombard,Illinois,USA,35 - 44,Male,Non-Premium,1,0.07,1276,4,22,79.72,No,341.968,854.92,0.4,-8,FedEx,18.2,2026-01
65958,2026-01-07,12396830,I26678,Google Pay,CloudLink,9012,Storage,Cloud Storage,101014,CloudSync 128TB,Standard Delivery,Ontime Delivery,D1.1102,Yohan Goodwin,Lombard,Illinois,USA,35 - 44,Male,Non-Premium,2,0.07,610,50,21,107.58,No,277.55,1110.2,0.25,-15.2,FedEx,4.5,2026-01
65959,2026-01-07,12397110,I80376,Amex,Zenith,9005,Entertainment,Projector,100933,ViewMaster 200,Standard Delivery,Ontime Delivery,D1.206,Anthony Paton,Columbus,Ohio,USA,45 - 54,Male,Premium,1,0.07,700,1,11,98.58,No,0,749.0,0.0,8.8,UPS,4.1,2026-01
65960,2026-01-07,12397110,I13218,Amex,Futura,9005,Entertainment,Smart TV,100980,ViewMaster 90,Standard Delivery,Ontime Delivery,D1.206,Anthony Paton,Columbus,Ohio,USA,45 - 54,Male,Premium,3,0.07,625,2,88,146.89,No,273.75,1825.0,0.15,-2,UPS,6.1,2026-01
65961,2026-01-07,12397110,I2493,Amex,SolarFlare,9001,Accessories,Solar Panel,100835,SolarPanel Mega,Two Day Delivery,Order Delayed,D1.206,Anthony Paton,Columbus,Ohio,USA,45 - 54,Male,Premium,1,0.07,843,11,5,48.17,No,0,902.01,0.0,-5.6,FasTrac,2,2026-01
65962,2026-01-07,12397110,I45657,Amex,AquaView,9010,Photography,Underwater Camera,100760,AquaCapture 500,Two Day Delivery,Order Delayed,D1.206,Anthony Paton,Columbus,Ohio,USA,45 - 54,Male,Premium,1,0.07,710,7,12,57.45,No,68.87,688.7,0.1,16,FasTrac,13.1,2026-01
65963,2026-01-07,12397398,I31633,Amex,GigaSound,9002,Audio,Amplifier,101010,SoundMax 10000,Standard Delivery,Ontime Delivery,D1.800,Megan Robinson,Chesapeake,Virginia,USA,75 - 84,Female,Non-Premium,1,0.07,316,19,5,108.81,No,0,338.12,0.0,-2,FedEx,4.5,2026-01
65964,2026-01-07,12397398,I68491,Amex,SolarFlare,9001,Accessories,Solar Panel,100749,SolarPanel X,Standard Delivery,Ontime Delivery,D1.800,Megan Robinson,Chesapeake,Virginia,USA,75 - 84,Female,Non-Premium,1,0.07,424,18,22,116.24,No,58.512,390.08,0.15,7.6,FedEx,4.8,2026-01
65965,2026-01-07,12398877,I91464,Google Pay,PureSound,9002,Audio,Noise-Canceling Headphones,100738,SilenceMax Pro,Two Day Delivery,Ontime Delivery,D1.110,Mary Reid,Daytona Beach,Florida,USA,45 - 54,Male,Non-Premium,1,0.07,482,18,9,40.24,No,0,515.74,0.0,11.2,FasTrac,1.7,2026-01
65966,2026-01-07,12399040,I61035,Visa,CyberTech,9002,Audio,Wireless Headphones,100983,AuraBass 1600,Two Day Delivery,Order Delayed,D1.1943,Rita Pendergast,Verona,Pennsylvania,USA,45 - 54,Female,Non-Premium,1,0.07,193,6,22,51.96,No,33.582,167.91,0.2,6.4,FasTrac,2.2,2026-01
65967,2026-01-07,12399136,I39400,Visa,AquaView,9010,Photography,Underwater Camera,100975,AquaCapture 16000,Standard Delivery,Ontime Delivery,D1.420,David Xydis,Brooklyn,New York,USA,55 - 64,Male,Non-Premium,1,0.07,2093,29,16,109.5,No,146.51,2093.0,0.07,12.4,FedEx,24.9,2026-01
65968,2026-01-07,12399136,I51349,Visa,CyberTech,9002,Audio,Wireless Headphones,100983,AuraBass 1600,Two Day Delivery,Ontime Delivery,D1.420,David Xydis,Brooklyn,New York,USA,55 - 64,Male,Non-Premium,1,0.07,193,6,25,38.4,No,26.634,177.56,0.15,-9.2,FedEx,1.6,2026-01
65969,2026-01-07,12399136,I60745,Visa,AstroWave,9006,Gaming,Gaming Console,100728,GameMaster X,Two Day Delivery,Order Delayed,D1.420,David Xydis,Brooklyn,New York,USA,55 - 64,Male,Non-Premium,1,0.07,409,3,4,48.42,No,83.845,335.38,0.25,8.8,FasTrac,2,2026-01
65970,2026-01-07,12399163,I38049,Visa,StreamLine,9002,Audio,Earbuds,100904,SonicBuds 11,Two Day Delivery,Order Delayed,D1.808,Barbara Ng,West Monroe,Louisiana,USA,35 - 44,Female,Non-Premium,1,0.07,195,11,16,49.96,No,0,208.65,0.0,18.4,FasTrac,2.1,2026-01
65971,2026-01-07,123912481,I83836,Paypal,RetroWave,9002,Audio,Record Player,100884,VinylMax 3000,Standard Delivery,Ontime Delivery,D1.974,Hayley Fichtenmayer,Saint Paul,Minnesota,USA,75 - 84,Female,Premium,1,0.07,892,12,7,72.33,No,0,954.44,0.0,20.8,UPS,3,2026-01
65972,2026-01-07,123912481,I76274,Paypal,StarLink,9003,Communication,Satellite Phone,100957,SatCom X Pro Max,Two Day Delivery,Order Delayed,D1.974,Hayley Fichtenmayer,Saint Paul,Minnesota,USA,75 - 84,Female,Premium,2,0.07,230,3,15,53.51,No,23.23,464.6,0.05,8.8,FasTrac,2.2,2026-01
65973,2026-01-07,123912629,I28813,Mastercard,PixelCorp,9004,Computing,Desktop Computer,100817,PixelStation Mega,Two Day Delivery,Order Delayed,D1.329,Rachel Ragan,Canoga Park,California,USA,25 - 34,Female,Non-Premium,3,0.07,592,59,32,59.64,No,491.952,1639.84,0.3,4,FasTrac,2.5,2026-01
65974,2026-01-07,123912629,I8407,Mastercard,CosmoCell,9004,Computing,Tablet,100865,TabLink 15 Pro,Two Day Delivery,Order Delayed,D1.329,Rachel Ragan,Canoga Park,California,USA,25 - 34,Female,Non-Premium,1,0.07,724,20,20,61.48,No,167.244,557.48,0.3,-9.2,FasTrac,2.6,2026-01
65975,2026-01-07,123912629,I4721,Mastercard,Electra,9002,Audio,Bluetooth Speaker,100982,SoundWave 8000,Two Day Delivery,Ontime Delivery,D1.329,Rachel Ragan,Canoga Park,California,USA,25 - 34,Female,Non-Premium,1,0.07,757,20,6,45.99,No,131.718,658.59,0.2,18.4,FasTrac,1.9,2026-01
65976,2026-01-07,123912629,I37558,Mastercard,AstroWave,9006,Gaming,Gaming Console,100900,GameMaster X Ultimate,Standard Delivery,Ontime Delivery,D1.329,Rachel Ragan,Canoga Park,California,USA,25 - 34,Female,Non-Premium,1,0.07,561,0,6,96.9,No,97.614,488.07,0.2,17.2,FedEx,4,2026-01
65977,2026-01-07,123912629,I41239,Mastercard,EcoPower,9013,Wearable,Smart Watch,100813,LifeSync 4,Standard Delivery,Ontime Delivery,D1.329,Rachel Ragan,Canoga Park,California,USA,25 - 34,Female,Non-Premium,1,0.07,239,60,89,217.3,No,48.995,195.98,0.25,18.4,FedEx,9.1,2026-01
65978,2026-01-07,123912629,I40278,Mastercard,EcoCharge,9001,Accessories,Power Bank,100773,PowerBoost 10000,Two Day Delivery,Ontime Delivery,D1.329,Rachel Ragan,Canoga Park,California,USA,25 - 34,Female,Non-Premium,1,0.07,205,5,16,38.23,No,28.29,188.6,0.15,17.2,FedEx,1.6,2026-01
65979,2026-01-07,123912629,I66006,Mastercard,Quantum,9004,Computing,Tablet,100941,TabLink 30,Two Day Delivery,Order Delayed,D1.329,Rachel Ragan,Canoga Park,California,USA,25 - 34,Female,Non-Premium,1,0.07,1026,24,7,55.23,No,52.326,1046.52,0.05,18.4,FasTrac,2.3,2026-01
65980,2026-01-07,123912629,I47381,Mastercard,TechPulse,9007,Home Automation,Smart Mirror,100790,MirrorPro Elite,One Day Delivery,Order Delayed,D1.329,Rachel Ragan,Canoga Park,California,USA,25 - 34,Female,Non-Premium,1,0.07,909,98,19,34.9,No,0,972.63,0.0,7.6,FedEx,1.5,2026-01
65981,2026-01-07,123914627,I97614,Paypal,Zenith,9005,Entertainment,Projector,100933,ViewMaster 200,Standard Delivery,Ontime Delivery,D1.312,Yumi Boyd,Hauppauge,New York,USA,75 - 84,Female,Non-Premium,1,0.07,700,1,9,96.21,No,0,749.0,0.0,8.8,FedEx,4,2026-01
65982,2026-01-07,123914627,I27119,Paypal,AquaView,9010,Photography,Underwater Camera,100846,AquaCapture 2000,Two Day Delivery,Ontime Delivery,D1.312,Yumi Boyd,Hauppauge,New York,USA,75 - 84,Female,Non-Premium,1,0.07,888,16,3,36.31,No,182.04,728.16,0.25,-15.2,FedEx,8.3,2026-01
65983,2026-01-07,123916056,I58999,Mastercard,PixelCorp,9004,Computing,Desktop Computer,100903,PixelStation Supreme,Standard Delivery,Ontime Delivery,D1.465,Cristabel Meagher,Parker,Colorado,USA,Less than 18,Male,Premium,1,0.07,735,31,26,75.56,No,150.675,602.7,0.25,17.2,UPS,3.1,2026-01
65984,2026-01-07,123918379,I54199,Mastercard,CyberTech,9002,Audio,Wireless Headphones,100897,AuraBass 1200,One Day Delivery,Ontime Delivery,D1.706,Lucy Benson,Splendora,Texas,USA,45 - 54,Female,Non-Premium,1,0.07,188,4,8,12.63,No,0,201.16,0.0,10,FedEx,0.5,2026-01
65985,2026-01-07,123918511,I81459,Paypal,EcoPower,9013,Wearable,Smart Watch,100942,LifeSync 7,One Day Delivery,Order Delayed,D1.1233,John Cornell,Houston,Texas,USA,25 - 34,Male,Premium,1,0.07,443,70,24,32.02,No,22.593,451.86,0.05,18.4,FedEx,1.3,2026-01
65986,2026-01-07,123918511,I55942,Paypal,TechZone,9003,Communication,Smartphone,100893,Photon X7,Standard Delivery,Ontime Delivery,D1.1233,John Cornell,Houston,Texas,USA,25 - 34,Male,Premium,1,0.07,658,29,7,89.49,No,0,704.06,0.0,10,UPS,3.7,2026-01
65987,2026-01-07,123918511,I51863,Paypal,Quantum,9004,Computing,Tablet,100898,TabLink 25,Standard Delivery,Ontime Delivery,D1.1233,John Cornell,Houston,Texas,USA,25 - 34,Male,Premium,1,0.07,1318,39,93,149.29,No,0,1410.26,0.0,-0.8,UPS,6.2,2026-01
65988,2026-01-07,123918511,I90134,Paypal,EcoHeat,9007,Home Automation,Smart Thermostat,100963,HeatWave Master,Standard Delivery,Ontime Delivery,D1.1233,John Cornell,Houston,Texas,USA,25 - 34,Male,Premium,1,0.07,218,60,12,77.93,No,0,233.26,0.0,16,UPS,3.2,2026-01
65989,2026-01-07,123918511,I84922,Paypal,FireStorm,9011,Security,Fire Alarm,100805,FireGuard 3000,Two Day Delivery,Ontime Delivery,D1.1233,John Cornell,Houston,Texas,USA,25 - 34,Male,Premium,1,0.07,82,8,11,47.93,No,4.182,83.64,0.05,-18.8,UPS,2,2026-01
65990,2026-01-07,123918511,I8400,Paypal,VistaView,9004,Computing,Monitor,100753,ViewScape 27,Two Day Delivery,Order Delayed,D1.1233,John Cornell,Houston,Texas,USA,25 - 34,Male,Premium,2,0.07,254,23,14,58.83,No,35.56,508.0,0.07,-4.4,FasTrac,2.5,2026-01
65991,2026-01-07,123919423,I19040,Mastercard,Nextron,9004,Computing,Laptop,100981,QuantumBook Supreme Pro,Standard Delivery,Ontime Delivery,D1.761,Gary Keily,Kelso,Washington,USA,45 - 54,Male,Non-Premium,1,0.07,1106,30,49,164.77,No,0,1183.42,0.0,5.2,FedEx,6.9,2026-01
65992,2026-01-07,123919816,I80246,Amex,FusionTech,9009,Office,Multi-Function Printer,101009,OfficeMaster Master Pro,One Day Delivery,Ontime Delivery,D1.453,Karlie Naidu,Jacksonville,Florida,USA,55 - 64,Male,Non-Premium,1,0.07,342,3,2,8.58,No,0,365.94,0.0,10,FedEx,0.4,2026-01
65993,2026-01-07,123919816,I33216,Amex,CloudLink,9012,Storage,Cloud Storage,101014,CloudSync 128TB,One Day Delivery,Ontime Delivery,D1.453,Karlie Naidu,Jacksonville,Florida,USA,55 - 64,Male,Non-Premium,1,0.07,610,50,16,16.47,No,0,652.7,0.0,-2,FedEx,0.7,2026-01
65994,2026-01-07,123919816,I83907,Amex,MegaByte,9012,Storage,External Hard Drive,100786,DataVault 4TB,Standard Delivery,Ontime Delivery,D1.453,Karlie Naidu,Jacksonville,Florida,USA,55 - 64,Male,Non-Premium,1,0.07,463,83,26,96.54,No,63.894,425.96,0.15,-0.8,FedEx,4,2026-01
65995,2026-01-07,123919816,I76534,Amex,SolarCity,9007,Home Automation,Solar Power System,100802,SolarHome Elite,Two Day Delivery,Order Delayed,D1.453,Karlie Naidu,Jacksonville,Florida,USA,55 - 64,Male,Non-Premium,1,0.07,859,76,37,56.24,No,0,919.13,0.0,-18.8,FasTrac,2.3,2026-01
65996,2026-01-07,123919816,I67430,Amex,AstroWave,9006,Gaming,Gaming Console,100943,GameMaster X Ultimate Pro,Two Day Delivery,Order Delayed,D1.453,Karlie Naidu,Jacksonville,Florida,USA,55 - 64,Male,Non-Premium,1,0.07,592,4,16,48.15,No,103.008,515.04,0.2,-6.8,FasTrac,2,2026-01
